ApprovalOrderID,IssuedOn,PDFLink,OwnerName,SourceName,PhysicalStreet,PhysicalCity,PhysicalState,PhysicalZip,SourceContactName,SourceContactPhone,SourceContactEmail,UTM_Easting,UTM_Northing,UTM_Zone,UTM_Datum,SIC_Code,GeneralDescription,NSR_Classification,Source_Classification,Applicable_Federal_Standards,Project_Description,CO2e_TPY,CO_TPY,NOx_TPY,PM10_TPY,PM25_TPY,SO2_TPY,VOC_TPY,Total_HAPs_TPY
DAQE-AN115940059-20,2020-01-13,https://daqpermitting.utah.gov/DocViewer?IntDocID=117049&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,,(435) 833-3257,,358300,4488200,12,NAD83,9711,"The Tooele Army Depot North (TEAD-N) is a Joint Mun itions Command, ammunition storage site responsible for receipt, storage, issue, demilitari zation, and renovation of conventional ammunition a nd the design and manufacturing of ammunition equipme nt for all of the Department of Defense.",Minor Modification at Minor Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM 2.5 NAA Tooele County Airs Source Size: B","MACT (Part 63), A: General Provisions MACT (Part 63), EEE: NESHAP from Hazardous Waste Combustors Title V (Part 70) Area Source","TEAD-N is decreasing the rolling 12-month hours of operations from 6,000 to 3,340 and removing the 20 hours per day operation for the hazardous waste inc inerator. TEAD-N, a United States Army installation , is classified as an area source with no emissions e xceeding major source thresholds. TEAD-N is subjec t to 40 CFR 63 Subpart A and EEE which requires the s ource to have a Title V Operating Permit for the hazardous waste incinerator. This administrative am endment is decreasing hours of operation of the hazardous waste incinerator. The emissions for this permit action are decreasing, but the other operat ions not listed in this permit are increasing so the com bined emissions for classification are increasing.",0.0,-1.27,4.16,-3.1,-3.1,-15.84,-0.03,-0.14
DAQE-AN115940062-25,2025-07-22,https://daqpermitting.utah.gov/DocViewer?IntDocID=156668&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,Logan Stapert,(435) 833-3248,logan.t.stapert.civ@army.mil,358300,4488200,12,NAD83,9711,"The Tooele Army Depot North (TEAD -N) is a Joint Munitions Command ammunition storage site responsible for the receipt, storage, issue, demilitarization, and renovation of conventional amm unition and the design and manufacturing of ammunition equipment for all of the Department of Defense.",Minor Modification at Minor Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM 2.5 NAA Tooele County Airs Source Size: B","MACT (Part 63), A: General Provisions MACT (Part 63), EEE: National Emission Standards for Hazar dous Air Pollutants from Hazardous Waste Combustors Title V (Part 70) Area Source DAQE -AN115940062 -25 Page 4","TEAD -N, a United States Army installation, is classified as a n area source with no emissions exceeding major source thresholds. TEAD -N is subject to 40 CFR 63 Subpart A and EEE which requires the source to have a Title V Operating Permit for the hazardous waste incinerator. TEAD -N is changing from diesel fuel to nat ural gas as the fuel source for the Hazardous Waste Incinerator, which includes a rotary kiln incinerator, cyclone, afterburner, and high -temperature baghouse.",470.19,1.06,-1.6,-0.11,-0.11,0.11,0.04,0.0
DAQE-AN115940054-17,2017-07-11,https://daqpermitting.utah.gov/DocViewer?IntDocID=102503&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,,(435) 833-3257,kristyl.bentley.civ@mail.mil,358300,4488200,12,,9711,The Tooele Army Depot North (TEAD-N) is a United St ates Army installation. TEAD-N has requested to separate minor area source emitting units from t he hazardous waste incinerator subject to 40 CFR 63 Subpart A and EEE that requires a Title V Operating Permit. TEAD-N is classified as an area source wi th no emissions exceeding major source thresholds. Th e incinerator is permitted in a separate AO (,,,,,,2.0,,10.0,2.5,,,
DAQE-AN115940047-11,2011-10-06,https://daqpermitting.utah.gov/DocViewer?IntDocID=52341&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,,(435) 833-3240,nmeli@utah.gov,385300,4488200,12,,9711,Tooele Army Depot (TEAD) is requesting AO,,,,,,,,2.5,8.19,,,
DAQE-AN0115940044-11,2011-08-22,https://daqpermitting.utah.gov/DocViewer?IntDocID=51614&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,,(435) 833-3240,nmeli@utah.gov,385300,4488200,12,,9711,Tooele Army Depot (TEAD) is requesting AO,,,,,,,,2.5,8.22,,,
DAQE-AN115940049-12,2012-09-13,https://daqpermitting.utah.gov/DocViewer?IntDocID=59722&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,,(435) 833-2761,nmeli@utah.gov,385300,4488200,12,,9711,Tooele Army Depot (TEAD) is requesting modification to Approval Order,,,,,,,,2.5,8.19,,,
DAQE-AN115940055-17,2017-07-11,https://daqpermitting.utah.gov/DocViewer?IntDocID=102342&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,,(435) 833-3257,kristy.bentley.civ@mail.mil,358300,4488200,12,,9711,"The Tooele Army Depot North (TEAD-N) is a United St ates Army installation. TEAD-N has requested to separate out emitting units that require a Title V Area Source Permit. TEAD-N is classified as an area source with no emissions exceeding major source thr esholds, but is subject to 40 CFR 63 Subpart A and EEE which requires the source to have a Title V Ope rating Permit for the hazardous waste incinerator. This permit modification is separating out all othe r site operations from the hazardous waste incinera tor. The emissions for all operations at the site will b e combined to validate minor source classification in both permits. TEAD-N is also reducing the PTE emis sions of NO X from 82.42 TPY to 65.00 TPY. No change in conditions is required for this reduction since the sources actual emissions are below 65.00 TPY of NO X and there is no direct requirement to track NO X emissions. The following are the new PTE emissions from all permitted sources/AOs at TEAD-N (in TPY): 8.22 of PM 10 , 8.19 of PM 2.5 (Subset of PM 10 ), 65.00 of NO X, 30.79 of SO 2, 21.17 of CO, 30.42 of VOC, 2,598 of CO 2e, and 1.25 of combined HAPs. TEAD-N is located in the Northeastern portion of To oele County that is a NAA for PM 2.5 , but in attainment for all other pollutants. Title V of th e 1990 CAA applies to this source. This air quality AO authorizes the project with the following conditions and failure to comply with an y of the conditions may constitute a violation of this o rder. This AO is issued to, and applies to the fol lowing: Name of Permittee: Tooele Army Depot Environmental Management Division JMTE-BON-ENV Tooele, UT 84074-5000 Permitted Location: Tooele Army Depot-North Tooele, UT 84074-5000 UTM coordinates: 358,300 m Easting, 4,488,200 m Northing, UTM Zone 12 UTM Datum: NAD83 SIC code: 9711 (National Security)",,,,,,2.0,,10.0,2.5,,,
DAQE-AN115940058-20,2020-01-13,https://daqpermitting.utah.gov/DocViewer?IntDocID=117041&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,,(435) 833-3257,,358300,4488200,12,NAD83,9711,"The Tooele Army Depot North (TEAD-N), is a Joint Mu nitions Command, ammunition storage site responsible for receipt, storage, issue, demilitari zation and renovation of conventional ammunition an d the design and manufacturing of ammunition equipmen t for all of the Department of Defense.",Minor Modification at Minor Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM 2.5 NAA Tooele County Airs Source Size: B","NSPS (Part 60), A: General Provisions NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines NSPS (Part 60), JJJJ: Standards of Performance for Stationary Spark Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: NESHAP for Stationary Reciprocating Internal Combustion Eng ines DAQE-AN115940058-20 Page 4","This modification is adding equipment, operations, conditions and updating emissions for the Minor Source Operations AO. TEAD-N has requested to permit three (3) wood cutti ng operations (building 513, building 1004 and building 1225) and a new 1,475 kW natural gas-fired standby generator (building 523). TEAD-N is requesting acknowledgment of the grandfat hered open burn/open detonations operations. The open burn/open detonation has been operating si nce the 1950s. TEAD-N submitted supporting documentation for the grandfathered open burn/open detonations operations which includes 1980 RCRA Part A Permit. The submitted documentation validat es the grandfathered open burn/open detonations operations. TEAD-N has requested to limit the amount of fuel oi l consumed for the boilers and heaters in buildings 1375 and 1400. This limitation will lower the PTE emissions for the boilers and heaters to accommodat e for additional equipment. TEAD-N has requested to update the PTE emissions fo r the Small Caliber Disassembly line in buildings 1325 and 1335. The updated site-wide emissions ana lysis involves a 0.38 TPY of NO x increase. TEAD-N, a United States Army installation, is class ified as a minor source. TEAD-N has a separate Approval Order, DAQE-AN115940059-19, which contains a hazardous waste incinerator subject to 40 CFR 63 Subpart A and EEE. This AO is subject to 40 CFR 60 Subpart A, IIII and 40 CFR 63 Subpart A, JJJJJ, and ZZZZ. The emissions for all operations, including the Hazardous Waste Incinerator at the s ite, are combined to validate minor source classificatio n in both permits.",0.0,-9.49,-0.38,-4.5,-4.48,,-19.0,-0.25
DAQE-AN115940061-24,2024-07-18,https://daqpermitting.utah.gov/DocViewer?IntDocID=146713&contentType=application/pdf,Tooele Army Depot,Site ID: 11594 - -Tooele Army Depot- Tooele Army Depot,"Tooele Army Depot <br />JMTE-BOV, Bldg 501, Attn: Nick Montgomery <br />1 Tooele Army Depot",Tooele,UT,84074,Kristyl Bentley,(435) 833-3257,kristy.bentley.civ@mail.mil,358300,4488200,12,NAD83,9711,"The Tooele Army Depot North (TEAD -N) is a Joint Munitions Command ammunition storage site responsible for the receipt, storage, iss ue, demilitarization , and renovation of conventional ammunition . It also designs and manufactures ammunition equipment for the Department of Defense.",Experimental AO,Located in Tooele County Airs Source Size: B,None,,,2.0,,10.0,2.5,,,
,2020-08-24,https://daqpermitting.utah.gov/DocViewer?IntDocID=120166&contentType=application/pdf,Northrop Grumman Systems Corporation - Promontory,Site ID: 16023 - -Northrop Grumman System Corporation - Promontory,9160 N Hwy 83,Promontory,UT,84302,,,,,,,,,,,,,,,,,,,,,
DAQE-AN160230008-25,2025-10-21,https://daqpermitting.utah.gov/DocViewer?IntDocID=158629&contentType=application/pdf,Northrop Grumman Systems Corporation - Promontory,Site ID: 16023 - -Northrop Grumman System Corporation - Promontory,9160 N Hwy 83,Promontory,UT,84302,Jason Wells,(435) 863-6895,jason.wells@ngc.com,380864,4611415,12,NAD27,3761,"Northrop Grumman Systems Corporation (NGSC), Promontory site, involves the manufacture and testing of solid rocket motor propul sion systems, explosives, flare illuminants, and composite materials. Reclamation activities are also conducted for the reuse of excessed rocket motor components and propellant. The site consists of the following sources: operations using VOC compounds, p roduction testing, rocket motor testing, and open burning/open detonation (OBOD). The Promontory site is in a rural area of Box Elder County approximately 20 miles northwest of Brigham City, Utah.",Minor Modifica tion at Major Source,Located in Salt Lake City UT PM 2.5 NAA Box Elder County Airs Source Size: A,"NSPS (Part 60), A: General Provisions NSPS (Part 60), Dc: Standards of Performance for Small Industrial -Commercial -Institutional Steam Generating Units NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines DAQE -AN160230008 -25 Page 4 NSPS (Part 60), JJJJ: Standards of Performance for Stationary Spark Ignition Internal Combustion Engines NESHAP (Part 61), A: General Provision s NESHAP (Part 61), M: National Emission Standard for Asbestos MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines MACT (Part 63) , DDDDD: National Emission Standards for Hazardous Air Pollutants for Major Sources: Industrial, Commercial, and Institutional Boilers and Process Heaters","NGSC has requested to install and operate two (2) new r ocket motor lines, the Medium Composite wound rocket Motors (MCM) and the Small Composite wound rocket Motors (SCM). The addition of the two (2) new rocket motor lines impacts four (4) existing AOs: AO DAQE -AN160230005 -23 (Process Equipment), AO DAQE -AN100 090132 -16 (Natural Gas and Diesel -fired Boilers), AO DAQE -AN100090124 -14 (Testing of Propellants, explosives and Pyrotechnics), and DAQE -012-00 (Production of Energetic Materials). This permit action is being conducted to combine the process equipment AO and the AO covering generators into one permit and include the equipment required for the new MCM and SCM lines. This permit contains the process equipment for the Promontory site. The equipment consists of dust collectors, paint booths, cyclones, baghouses, ovens, emergency generators, and boilers. The boilers being added are fired on natural gas, propane, and fuel oils. The emissions from this permit consis t of combustion emissions and particulate emissions from controls. The permit modification involves the combination of two (2) permits: AO DAQE -AN160230005 -23 (Process Equipment) and AO DAQE -AN100090132 -16 (Natural Gas and Diesel -fired Boilers). The PTE for both permits has been combined. The MCM and SCM operation emissio ns have been included along with the combined permits and the updated equipment list and emissions for both permits. The total PTE emissions change from the permit combination, two (2) new operations, and the updated emissions and permit equipment result i n a reduction in emissions. Other permit changes consist of replacing equipment and are as follows: Boiler Replacement The Wickes Boiler Co. natural gas -fired boiler (71.1 MMBtu/hr) has failed and is now being replaced with a Nationwide natural gas -fired boiler (65.5 MMBtu/hr) at Building M576. The new boiler has been upgraded with an anhydrous ammonia -based SCR system to achieve 9 ppm NOx emissions. The replacement of the boiler has an overall reduction of emissions ( -4.44 TPY NOx and -10.65 TPY CO). Removal of Portable Boilers NGSC has requested to remove two (2) portable oil -fired boilers (50 hp and 100 hp). The estimated emissions calculations utilize AP -42, Chapter 1.3 (Tables 1.3 -1 and 1.3 -3), and EPA WebFire emission factors. All emissions are re duced. Sulfur Content In review of the permits, NGSC identified the AO DAQE -AN160230005 -23 sulfur estimated emissions used legacy SO2 emissions (at 0.85 lb S/MMBtu) and have now been updated with new SO2 emissions (at 0.0015 percent S).  Dust Collectors Two (2) dust collectors were previously removed from the approval order, but the PTE was not adjusted to account for the removals. The removal of the dust collectors has a reduction of 5.71 TPY of both PM 10 and PM 2.5. The dust collector in building E -517 is being vented outside, which was initially internally vented. A new dust collector will be added to Building M -348. The result of venting the dust collector outside increases the PM 10 (3.32 TPY) and PM 2.5 (3.82 TPY) emissions. The dust collector in M -348 increases the PM 10 and PM 2.5 by 0.01 TPY, each.",0.0,-13.6,-9.52,-2.5,-2.44,,-0.21,0.0
